"2018-06-09 12:00:00","H","2018-05-20 12:47:00","TH1h","5","Aosong","DHT22","STC1","29.500"
"2018-06-09 12:00:00","T","2018-05-20 12:47:00","TH1t","4","Aosong","DHT22","STC1","28.800"
"2018-06-09 12:00:00","V","2018-05-20 12:44:00","VV1","1","Sparkfun","SEN-08942","STC1","338.000"
"2018-06-09 13:00:00","A","2018-05-20 12:44:00","AC1","2","Sparkfun","SEN-08942","STC1","10.500"
"2018-06-09 13:00:00","H","2018-05-20 12:47:00","TH1h","5","Aosong","DHT22","STC1","29.000"
"2018-06-09 13:00:00","T","2018-05-20 12:47:00","TH1t","4","Aosong","DHT22","STC1","28.500"
"2018-06-09 13:00:00","V","2018-05-20 12:44:00","VV1","1","Sparkfun","SEN-08942","STC1","337.000"
"2018-06-09 14:00:00","A","2018-05-20 12:44:00","AC1","2","Sparkfun","SEN-08942","STC1","8.590"
"2018-06-09 14:00:00","H","2018-05-20 12:47:00","TH1h","5","Aosong","DHT22","STC1","28.700"
"2018-06-09 14:00:00","T","2018-05-20 12:47:00","TH1t","4","Aosong","DHT22","STC1","28.200"
"2018-06-09 14:00:00","V","2018-05-20 12:44:00","VV1","1","Sparkfun","SEN-08942","STC1","338.000"
"2018-06-09 15:00:00","A","2018-05-20 12:44:00","AC1","2","Sparkfun","SEN-08942","STC1","4.770"
"2018-06-09 15:00:00","H","2018-05-20 12:47:00","TH1h","5","Aosong","DHT22","STC1","28.800"
"2018-06-09 15:00:00","T","2018-05-20 12:47:00","TH1t","4","Aosong","DHT22","STC1","28.200"
"2018-06-09 15:00:00","V","2018-05-20 12:44:00","VV1","1","Sparkfun","SEN-08942","STC1","337.000"
"2018-06-09 16:00:00","A","2018-05-20 12:44:00","AC1","2","Sparkfun","SEN-08942","STC1","2.860"
"2018-06-09 16:00:00","H","2018-05-20 12:47:00","TH1h","5","Aosong","DHT22","STC1","28.800"
"2018-06-09 16:00:00","T","2018-05-20 12:47:00","TH1t","4","Aosong","DHT22","STC1","28.300"
"2018-06-09 16:00:00","V","2018-05-20 12:44:00","VV1","1","Sparkfun","SEN-08942","STC1","338.000"
"2018-06-09 17:00:00","A","2018-05-20 12:44:00","AC1","2","Sparkfun","SEN-08942","STC1","6.680"
"2018-06-09 17:00:00","H","2018-05-20 12:47:00","TH1h","5","Aosong","DHT22","STC1","29.000"
"2018-06-09 17:00:00","T","2018-05-20 12:47:00","TH1t","4","Aosong","DHT22","STC1","28.200"
"2018-06-09 17:00:00","V","2018-05-20 12:44:00","VV1","1","Sparkfun","SEN-08942","STC1","338.000"
"2018-06-09 18:00:00","A","2018-05-20 12:44:00","AC1","2","Sparkfun","SEN-08942","STC1","8.590"
"2018-06-09 18:00:00","H","2018-05-20 12:47:00","TH1h","5","Aosong","DHT22","STC1","29.000"
"2018-06-09 18:00:00","T","2018-05-20 12:47:00","TH1t","4","Aosong","DHT22","STC1","27.900"
"2018-06-09 18:00:00","V","2018-05-20 12:44:00","VV1","1","Sparkfun","SEN-08942","STC1","338.000"
"2018-06-09 19:00:00","A","2018-05-20 12:44:00","AC1","2","Sparkfun","SEN-08942","STC1","5.730"
"2018-06-09 19:00:00","H","2018-05-20 12:47:00","TH1h","5","Aosong","DHT22","STC1","28.900"
"2018-06-09 19:00:00","T","2018-05-20 12:47:00","TH1t","4","Aosong","DHT22","STC1","27.800"
"2018-06-09 19:00:00","V","2018-05-20 12:44:00","VV1","1","Sparkfun","SEN-08942","STC1","338.000"
"2018-06-09 20:00:00","A","2018-05-20 12:44:00","AC1","2","Sparkfun","SEN-08942","STC1","2.860"
"2018-06-09 20:00:00","H","2018-05-20 12:47:00","TH1h","5","Aosong","DHT22","STC1","28.900"
"2018-06-09 20:00:00","T","2018-05-20 12:47:00","TH1t","4","Aosong","DHT22","STC1","27.800"
"2018-06-09 20:00:00","V","2018-05-20 12:44:00","VV1","1","Sparkfun","SEN-08942","STC1","337.000"
"2018-06-09 21:00:00","A","2018-05-20 12:44:00","AC1","2","Sparkfun","SEN-08942","STC1","3.820"
"2018-06-09 21:00:00","H","2018-05-20 12:47:00","TH1h","5","Aosong","DHT22","STC1","29.000"
